"id","partcoun","colcoun","con","deagen_1","deagen_2","deagen_3","deagen_4","deagen_5","deagen_6","deagen_7","deagen_8","deagen_9","deagen_10","deagen_11","deagen_12","decom_1","decom_2","decom_3","decom_4","decom_5","decom_6","decom_7","decom_8","decom_9","decom_10","decom_11","decom_12","dedom_1","dedom_2","dedom_3","dedom_4","dedom_5","dedom_6","dedom_7","dedom_8","dedom_9","dedom_10","dedom_11","dedom_12","deweak_1","deweak_2","deweak_3","deweak_4","deweak_5","deweak_6","deweak_7","deweak_8","deweak_9","deweak_10","deweak_11","deweak_12","preagen_1","preagen_2","preagen_3","preagen_4","preagen_5","preagen_6","preagen_7","preagen_8","preagen_9","preagen_10","preagen_11","preagen_12","precom_1","precom_2","precom_3","precom_4","precom_5","precom_6","precom_7","precom_8","precom_9","precom_10","precom_11","precom_12","predom_1","predom_2","predom_3","predom_4","predom_5","predom_6","predom_7","predom_8","predom_9","predom_10","predom_11","predom_12","preweak_1","preweak_2","preweak_3","preweak_4","preweak_5","preweak_6","preweak_7","preweak_8","preweak_9","preweak_10","preweak_11","preweak_12","selfconagen_1","selfconagen_2","selfconagen_3","selfconagen_4","selfconagen_5","selfconagen_6","selfconagen_7","selfconagen_8","selfconagen_9","selfconagen_10","selfconagen_11","selfconagen_12","selfconcom_1","selfconcom_2","selfconcom_3","selfconcom_4","selfconcom_5","selfconcom_6","selfconcom_7","selfconcom_8","selfconcom_9","selfconcom_10","selfconcom_11","selfconcom_12","selfcondom_1","selfcondom_2","selfcondom_3","selfcondom_4","selfcondom_5","selfcondom_6","selfcondom_7","selfcondom_8","selfcondom_9","selfcondom_10","selfcondom_11","selfcondom_12","selfconweak_1","selfconweak_2","selfconweak_3","selfconweak_4","selfconweak_5","selfconweak_6","selfconweak_7","selfconweak_8","selfconweak_9","selfconweak_10","selfconweak_11","selfconweak_12","preman_1","preman_2","preman_3","preman_4","maleprepro_text","reman_text","unman_text","age","maj","maj_text","famroles_1","famroles_2","subsosta","areagrow","re_1","re_2","child","cit","mi_1","mi_1_text","mi_2","gen","gen_text","ed","marstat","sexor","sexor_text","eth_whitecaueu","eth_eastapais","eth_southa","eth_blackafa","eth_censouthaf","eth_armideastnorthaf","eth_abnafirstna","eth_southahislat","eth_carsouthis","eth_cana","eth_noid","eth_none","eth_oth","eth_oth_text","femid","masid","genid","polor_1","polor_2","atcheck_1","atcheck_2","atcheck_3","deagen","decom","dedom","deweak","preagen","precom","predom","preweak","selfconagen","selfconcom","selfcondom","selfconweak","preman","eth_sum","eth_sumex","justwhitecaueuid","eth_justloc","eth_white","eth_nonwhite","eth_multi","eth_di","eth_tri","sexor_di","atcheckper_1","atcheckper_2","atcheckper_3","atcheckper_sum"
"746",3,7,1,6,5,6,6,5,6,6,6,6,6,6,6,3,3,3,3,2,3,3,7,3,3,4,4,1,1,5,5,5,5,5,5,5,5,5,5,2,2,3,4,3,2,3,2,3,3,4,3,4,3,3,4,3,3,4,4,5,4,3,3,5,5,6,5,4,5,5,5,5,4,4,5,3,3,2,2,2,2,3,1,1,2,2,3,2,2,3,1,3,2,4,3,3,2,3,3,4,4,4,4,4,4,5,4,5,4,4,4,6,6,6,5,6,6,6,5,5,3,4,5,3,4,3,3,3,4,3,3,3,6,4,4,4,3,3,2,4,4,4,4,4,2,4,4,4,5,7,4,"Bad: Knitting/sewing.  Talking about feelings too much or the way women do.  Beinging: hung up on fashion.  Wear makeup  Being a ""male feminist"" (Despicable manginas. I despise them.)    Good:  Being reliable. Being a rock. Being logical. Compensating for the idiocies of women by exercising common sense","Have integrity. Not be a feminised man. Definitely not giving lip service to feminism.","In business negotiations there have been aggressive men who have run rings round me. I have had to learn to toughen up.",58,5," ",1,0,"1",2,8,10,"4",1,1," ",1,1," ",0,5,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,5,5,5,3,3,2,3,5.83333333333333,3.41666666666667,4.33333333333333,2.83333333333333,3.58333333333333,4.83333333333333,2.16666666666667,2.58333333333333,4.16666666666667,5.25,3.58333333333333,3.5,5,1,1,1,0,1,0,0,0,0,0,0,1,1,2
"747",3,7,1,6,6,6,4,7,7,6,6,6,6,4,4,1,3,1,1,1,1,2,3,2,2,1,1,5,4,3,7,7,7,7,6,7,4,6,7,1,1,1,1,1,6,6,7,2,1,1,1,7,7,5,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,6,1,1,1,4,1,1,1,2,4,1,1,3,1,1,4,1,1,1,1,1,2,5,4,6,3,7,5,6,3,2,6,5,6,6,6,6,6,5,5,5,3,7,7,7,5,4,2,5,1,1,2,4,4,5,2,1,6,2,6,2,5,3,7,4,6,5,2,5,7,1,7,1,"Opening up about their feelings and actually expressing their emotions.  For example: talking about being sad, lonely, happy, upset or hurt. As for expressing their emotions it would be doing things like hugging their children, hugging their friends and telling them that they care about them, or crying when they're genuinely sad or upset.","He may be generally aggressive towards other men, often done in a controlling manner. This would be like if a man was out at a nightclub or a pub with his girlfriend and noticed another man looking at his girlfriend, he would probably aggressively push around the other man and likely try to instigate a fight. Like some backwards idea of ""defending the honour"" of their lady.","I was 15 and out with a close female friend of mine and a group of men approached us and told my friend that she could ""do better"" than me, implying that we were dating and assuming that we were, my friend should leave me and date one of them instead. I kept quiet and let her deal with the situation and while it didn't bother me too much as she was actually a lesbian and  our relationship was purely platonic, I was still embarrassed as it made me quite insecure about how the world perceives me, following it I went to the gym every day and got in really good physical shape but now I look back and think of the whole situation as a funny one because my attitude to masculinity and manliness has changed and I now view it as being a very personal and subjective thing.",21,9," ",7,5,"5",2,3,9,"0",1,1," ",1,1," ",0,2,3," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",5,3,1,4,7,4,1,3,5.66666666666667,1.58333333333333,5.83333333333333,2.41666666666667,6.75,7,1.75,1.66666666666667,4.5,5.75,3,4.41666666666667,4,1,1,1,0,1,0,0,0,0,1,1,0,1,2
"748",3,7,1,6,4,6,4,4,3,5,2,5,6,4,4,2,2,2,1,1,3,2,3,4,4,1,1,3,4,NA,7,7,4,4,4,6,6,4,6,2,4,3,2,4,4,3,4,4,4,3,3,7,6,5,7,7,7,7,7,6,7,7,7,7,4,5,7,5,4,7,7,4,5,6,6,5,2,1,5,4,1,4,6,1,5,1,1,2,1,2,5,2,2,5,1,1,5,6,2,7,2,6,7,6,7,7,5,2,1,7,7,4,7,7,7,6,4,7,7,5,2,6,7,3,5,2,5,5,4,3,7,1,7,2,2,2,7,2,3,2,3,2,1,1,1,3,3,1,7,5,1," "," "," ",20,6," ",8,5,"3",2,0,10,"0",1,1," ",1,1," ",3,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",6,5,1,4,6,4,2,3,4.41666666666667,2.16666666666667,NA,3.33333333333333,6.66666666666667,5.58333333333333,3,2.83333333333333,5.33333333333333,5.75,3.83333333333333,2.5,3.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"749",3,7,1,6,5,5,4,4,6,4,7,6,3,7,7,4,6,5,2,4,4,3,6,7,4,3,5,1,5,2,2,5,2,5,6,6,2,2,4,1,2,6,4,2,4,2,5,2,3,3,4,5,7,2,6,6,5,6,6,6,4,6,6,6,7,6,6,5,5,6,5,7,7,5,6,2,1,1,1,2,1,2,1,1,3,1,1,6,2,1,1,2,2,2,1,2,2,4,1,3,4,2,5,5,1,5,7,4,2,4,5,7,3,6,5,6,7,6,5,7,6,2,6,2,1,1,1,1,1,1,1,1,6,1,2,5,1,5,4,4,5,5,7,2,2,1,7,7,7,7,6,"Showing compassion or any feelings is a sign of weaknes for men.","In my current society i think using phrases like real man, are the reason why there are inequalities betweeen genders. Nobody knows what is a real man.","Showing emotions was once perceived by my friends as being not manly but i had to do nothing in order to restore my manhood because no matter what i will still be a man. Besides im also human and i have my own feelings which they might not comprehend. Opinion of other wont affect the fact im a man and will be one.",22,6," ",4,5,"3",1,NA,10,"0",4,5," ",2,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,6,1,5,7,4,2,3,5.33333333333333,4.41666666666667,3.5,3.16666666666667,5.41666666666667,5.91666666666667,1.41666666666667,2.16666666666667,3.91666666666667,5.5,1.58333333333333,4,6.75,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"750",3,7,1,6,6,4,6,4,4,3,6,4,3,4,6,4,2,3,2,2,2,3,3,3,4,3,4,5,5,2,6,6,6,6,5,7,6,6,5,2,3,3,2,2,4,5,7,3,2,2,6,5,6,3,7,6,6,6,7,6,4,5,5,5,6,5,6,5,4,6,6,5,6,5,6,3,2,3,2,1,1,3,1,1,2,2,2,2,1,3,2,3,2,6,2,2,2,3,1,4,6,3,5,4,4,3,4,4,5,3,5,4,4,3,3,5,7,5,4,3,2,4,3,6,4,5,4,3,5,3,4,6,6,5,4,7,5,5,4,5,3,4,6,6,6,4,5,2,2,7,2," "," "," ",29,6," ",8,0,"3",3,0,8,"0",1,1," ",1,1," ",4,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",4,3,3,2,6,4,2,3,4.66666666666667,2.91666666666667,5.41666666666667,3.41666666666667,5.5,5.41666666666667,1.91666666666667,2.41666666666667,4.16666666666667,3.91666666666667,4.58333333333333,5,3.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"751",3,7,1,6,4,6,3,4,6,4,4,4,4,4,6,4,3,3,3,1,2,3,4,2,5,3,2,2,6,2,7,6,7,6,6,7,2,3,6,3,3,1,3,3,2,4,5,2,2,4,2,7,7,1,4,7,7,6,6,6,7,6,7,6,5,7,6,6,3,6,6,5,6,5,6,3,1,1,6,5,4,2,5,1,2,1,1,3,1,4,2,3,1,7,4,1,2,4,1,5,5,3,5,2,5,4,6,5,5,4,2,5,6,3,5,5,4,6,5,3,2,6,5,4,3,4,3,3,2,2,2,3,2,2,3,7,3,3,3,6,2,3,4,6,6,4,6,2,5,6,3,"A common non manly behaviour I have grown up hearing about would be for a man to cry. Whether that be publicly or even to mention that something has previously made him cry (A movie for example)","Drinking has always been associated with the manly trait in my opinion, as much as I disagree with it. To be even more specific I would claim drinking lager to be the easiest way to be a 'real man' A man drinking a gin or fruity cider would likely be ridiculed.","In the past I have been called unmanly for not taking interest in girls that others I am with have been talking about, the common question ""What do you think of her? She's fit"" is asked to me, to which I am met with an odd response when I reply that said person is not my type or that I am just interested in enjoying my night than checking out girls. I don't believe I did anything to try 'restore' my manhood as I have often said that I'm not the manliest of people and I am ok with that.",21,6," ",1,0,"6",2,0,9,"0",1,1," ",1,1," ",0,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",5,4,3,2,6,4,2,3,4.58333333333333,2.91666666666667,5,2.83333333333333,5.91666666666667,5.58333333333333,2.66666666666667,2.75,4.25,4.58333333333333,2.75,4.41666666666667,4,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"752",3,7,1,5,6,7,7,5,7,5,5,7,7,5,5,3,1,4,1,1,1,1,5,1,4,1,4,3,7,6,7,4,7,5,7,7,3,7,7,1,3,2,1,1,4,1,3,4,4,1,1,7,5,5,5,7,7,6,7,7,6,7,7,6,7,7,5,4,3,5,7,4,7,4,5,3,5,4,5,4,3,3,1,2,3,1,1,3,1,1,1,1,1,4,1,2,4,3,3,6,2,4,4,4,4,4,5,4,2,5,4,6,5,6,4,4,4,4,5,3,5,4,5,2,2,3,4,4,3,3,1,4,4,1,2,6,3,4,3,3,3,4,3,3,5,3,4,5,5,5,1,"1. Crying for the silly issues.  2. Being cowardly  3. Being childish etc are considered unmanly traits.","Being a provider and supporter to the family and being cooperative with others.","Breaking down on stressful situations has made me feel like a weak guy.",19,7," ",6,4,"5",2,8,2,"0",3,6," ",2,1," ",0,1,1," ",0,0,1,0,0,0,0,0,0,0,0,0,0," ",1,6,7,5,5,4,2,3,5.91666666666667,2.25,5.83333333333333,2.16666666666667,6.33333333333333,5.33333333333333,2.91666666666667,2.08333333333333,4,4.58333333333333,2.75,3.66666666666667,4,1,1,0,0,0,1,0,1,1,0,1,1,1,3
"753",3,7,1,5,5,5,4,6,5,4,4,5,5,4,6,3,4,4,3,2,2,2,4,4,6,4,3,4,6,2,7,6,4,5,5,6,4,5,5,2,2,2,2,3,4,2,5,3,2,3,3,7,7,6,5,5,6,6,6,6,6,5,6,5,6,6,6,5,5,6,6,6,6,5,7,2,1,2,6,4,2,1,2,3,2,1,2,2,1,2,1,2,1,2,2,2,2,4,1,4,5,6,4,3,4,3,5,4,5,5,5,6,4,7,6,6,6,6,5,6,6,5,6,4,2,2,3,3,2,1,4,2,3,2,1,6,5,4,4,2,2,3,2,5,4,6,5,2,5,1,1," "," "," ",20,8," ",5,5,"7",1,0,8,"0",1,1," ",1,1," ",3,2,2," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",4,4,1,6,7,4,2,3,4.83333333333333,3.41666666666667,4.91666666666667,2.75,5.91666666666667,5.75,2.33333333333333,1.83333333333333,4.41666666666667,5.75,2.41666666666667,4,2.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"754",3,7,1,5,5,7,7,5,5,4,5,7,7,5,7,3,3,1,2,2,1,1,3,4,3,2,4,3,5,7,7,5,7,5,7,4,7,5,7,3,3,2,1,3,3,3,3,1,3,1,3,6,5,5,7,7,7,7,7,7,5,7,7,7,6,5,5,4,2,4,7,4,7,4,7,3,5,3,7,4,4,1,1,3,3,1,1,3,1,1,1,1,1,3,1,4,3,3,3,5,3,4,4,3,4,5,5,4,3,5,4,6,5,5,4,4,3,4,6,3,4,4,6,3,4,1,4,3,2,2,1,3,3,2,1,5,3,3,2,3,3,4,2,4,4,3,3,4,4,4,1,"Having a weak mind.","Being a provider and protector.","I had to break a promise that I made, and that felt a bit unmanly.",19,6," ",5,7,"5",2,8,2,"0",3,5," ",2,1," ",0,1,1," ",0,0,1,0,0,0,0,0,0,0,0,0,0," ",1,7,7,7,6,4,2,3,5.75,2.41666666666667,5.75,2.41666666666667,6.41666666666667,5.16666666666667,3,2.08333333333333,4.08333333333333,4.5,2.41666666666667,3.25,3.25,1,1,0,0,0,1,0,1,1,0,1,1,1,3
"755",3,7,1,4,5,7,6,6,6,7,7,7,4,5,5,2,4,2,2,2,2,2,2,2,4,2,4,2,2,2,6,7,4,6,6,7,7,5,7,2,2,3,2,1,2,2,6,2,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,1,1,3,5,4,1,1,4,4,3,1,1,4,1,1,1,1,1,1,1,1,1,4,4,1,6,5,6,3,4,1,4,3,2,6,5,7,7,6,7,7,2,7,6,4,6,5,7,2,NA,2,2,1,1,2,1,4,3,2,2,6,5,3,3,5,3,3,5,2,7,7,7,3,6,6,3,"Kiss boys","Avoid fruity drinks","Other people laughing when I say I feel fairly masculine;    Look at e-boys.",23,0,"Music/Technology/Science",7,3,"6",2,NA,10,"0",1,1," ",1,1," ",0,1,2," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",5,6,5,3,7,4,1,3,5.75,2.5,5.08333333333333,2.83333333333333,7,6.75,2.41666666666667,1.75,3.83333333333333,5.91666666666667,NA,4.66666666666667,4.5,1,1,1,0,1,0,0,0,0,0,1,0,1,2
"756",3,7,1,6,4,5,5,5,5,4,4,4,4,4,4,2,2,3,3,3,3,3,5,4,4,4,4,5,6,3,6,5,6,5,7,6,6,7,6,2,1,4,3,4,4,3,5,4,2,2,4,4,5,4,5,7,4,7,7,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,4,2,4,4,3,2,2,2,1,2,1,3,3,1,3,5,2,3,4,4,2,3,4,1,3,6,6,5,4,3,5,6,5,6,5,5,6,7,6,7,5,7,6,6,6,7,6,7,3,2,3,4,3,4,3,1,4,6,1,4,5,4,5,4,2,5,5,6,4,4,4,6,3,5,4,1,"men shouldnt act feminine in any way, shouldnt wear dresses or skirts, cant paint nails, cant act gay if they arent. they should be good at or at least follow sports like gaelic and football. having too many female friends compared to male friends is odd.","he could be in a fist fight. he could sleep with women on a night out or anytime really. they could show how good they are at their chosen sport as long as its respected by their peers as a sport worthy of manliness. they could just become physically stronger.","ive been made fun of for not being good at football when i was child to the point where i would come home crying but i did not do anything really to restore a sense of manliness as i did not find anything wrong myself with being bad at football because i did not particularly enjoy it the same way others did, i just got older and eventually understood i didnt need their validation to tell me how i am.",19,1," ",9,4,"5",3,0,2,"0",1,0,"i lived in northern Ireland since birth but am currently in England for university",1,1," ",0,2,2," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",5,5,1,2,7,4,2,3,4.5,3.33333333333333,5.66666666666667,3.16666666666667,5.25,7,2.5,2.91666666666667,4.91666666666667,6.33333333333333,3.16666666666667,4.5,3.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"757",3,7,1,7,4,6,4,5,7,5,4,7,6,4,7,7,6,6,7,4,5,7,2,6,2,7,6,1,7,1,7,7,7,7,1,7,7,7,2,7,1,6,6,4,1,5,2,7,6,5,6,6,7,5,7,7,7,7,7,7,7,2,6,1,6,1,1,1,1,2,7,6,6,1,5,1,1,4,5,3,4,5,4,6,3,2,3,1,1,5,1,1,1,3,1,2,1,1,1,6,7,7,7,5,5,7,7,7,6,7,7,7,5,5,7,6,4,7,6,3,2,6,5,6,3,2,7,7,2,6,5,6,7,4,3,3,1,2,2,2,1,2,1,5,1,2,2,7,7,7,7,"speak badly of parents, being physically agressive/abusive to women - Self defence is the only time reasonable force should be used to negate the situation, not to case physical harm","be genuine, authentic, honest and aware of how his actions can be misinterpareted and taking out of context very easily so pick your words carefully. extremely carefully","A man is a human being and can succumb to all emotions and states. so I have never felt unmanly.",30,7," ",5,4,"0",2,2,10,"0",1,1," ",3,1," ",0,1,1," ",0,0,0,0,0,0,0,0,1,0,0,0,1,"I have also been called black, afro-carribean, etc etc I have no idea what south islands are. it is almost as if society make classifications up as they go along",2,6,7,3,7,4,2,3,5.5,5.41666666666667,5.08333333333333,4.66666666666667,6.25,3.16666666666667,3.41666666666667,1.58333333333333,6.5,5.25,4.83333333333333,2,7,2,1,0,0,0,0,0,0,0,0,1,1,1,3
"758",3,7,1,4,5,7,NA,5,4,5,5,5,6,5,4,4,6,6,6,5,6,6,6,4,6,6,5,3,3,1,5,1,4,1,1,2,2,1,3,5,NA,2,3,3,3,4,NA,3,4,4,4,6,6,6,6,7,7,7,5,6,6,6,6,4,6,5,6,2,3,6,6,6,NA,4,6,6,6,1,5,2,4,1,1,3,3,1,NA,2,2,2,NA,3,1,6,1,2,6,6,1,2,5,7,4,5,3,6,6,5,6,4,4,5,6,6,6,5,6,6,6,6,6,6,5,3,3,1,5,2,4,2,2,NA,4,2,5,2,3,6,5,5,3,3,3,3,5,5,2,2,2,NA,3,"Protecting themselves first instead of women in dangerous situations.","Take up the leadership role and overcome the obstacles that come their way.","Being reluctant to drive a car.",21,6," ",7,3,"6",1,NA,8,"0",1,1," ",2,1," ",0,1,1," ",0,1,0,0,0,0,0,0,0,0,0,0,0," ",2,6,6,3,6,4,2,3,NA,5.5,2.25,NA,6.16666666666667,NA,NA,NA,4.75,5.75,NA,3.75,NA,1,1,0,0,0,1,0,1,1,0,1,1,1,3
"759",3,7,1,5,3,5,2,6,3,3,4,5,3,5,3,3,3,2,5,3,2,3,4,2,4,2,1,2,6,2,2,6,6,6,4,5,3,5,3,1,1,4,2,4,2,2,4,2,7,2,2,6,7,4,7,7,7,7,6,1,7,6,7,7,7,5,7,7,7,7,5,5,7,4,6,1,1,5,7,3,2,1,5,1,1,1,7,7,1,1,5,1,1,7,5,1,7,5,1,6,7,7,5,4,5,6,4,6,3,6,6,3,6,4,6,4,6,7,7,4,7,3,7,2,1,2,7,1,5,1,3,1,5,1,5,3,2,1,1,2,1,6,2,2,2,1,3,5,7,2,4,"Wearing bright pink colours all over and behaving like a girl.  Immature behaviour.  Complain about other people all the time and not seeing own flaws.  Not respecting other people.  Abusive towards women.","Stay focused on personal life goals.  Motivating others.  Being supportive to people that need it the most.","I can't recall.",24,3," ",10,0,"5",1,NA,10,"0",1,4," ",2,1," ",0,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,2,3,3,2,4,2,3,3.91666666666667,2.83333333333333,4.16666666666667,2.75,6,6.16666666666667,2.91666666666667,3.5,5.41666666666667,5.33333333333333,2.83333333333333,2.16666666666667,4.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"760",3,7,1,5,4,6,5,5,6,5,5,6,5,4,5,3,3,4,3,3,5,1,3,3,3,3,3,1,1,4,3,5,1,4,1,5,5,1,4,1,2,3,5,1,1,3,1,1,1,3,1,5,3,3,5,5,5,5,5,6,5,5,5,7,7,7,7,7,7,7,4,7,5,7,7,4,1,2,3,2,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,4,1,4,3,3,6,4,4,4,4,6,3,4,4,7,5,5,5,5,6,5,4,4,4,5,5,4,3,3,3,3,5,3,3,3,6,5,4,4,3,3,3,4,4,4,3,4,NA,3,3,7,7,7,7,"Homosexuality  LGBT  Behaving like a woman - mannerisms, body language.","He should go MGTOW on the basis that real men don't give a fuck what anybody thinks real men should do.","Got beaten up. Took up Jiu Jitsu",59,5," ",1,1,"2",2,8,10,"4",1,1," ",1,1," ",0,5,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,5,5,4,3,4,2,3,5.08333333333333,3.08333333333333,2.91666666666667,1.91666666666667,4.75,6.58333333333333,1.75,1.41666666666667,4.08333333333333,5,3.75,NA,7,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"761",3,7,1,2,2,3,2,6,6,6,2,6,6,6,4,6,6,5,6,6,4,4,5,6,6,6,5,2,4,2,2,3,6,2,2,2,4,2,2,3,2,2,2,1,2,2,2,2,3,6,6,4,4,5,3,5,5,5,2,4,5,NA,5,2,3,3,2,5,3,2,4,5,6,5,5,3,3,3,3,4,3,1,3,4,5,3,4,1,1,3,1,1,2,3,2,1,1,2,1,5,7,4,5,5,6,5,6,5,6,5,5,6,7,6,5,5,5,5,5,5,6,6,7,2,3,3,4,NA,1,3,3,4,6,3,3,3,2,2,3,2,2,4,2,3,2,2,3,4,5,2,3,"crying in public, being overly emotional","getting into fights, heavy drinking building, something","being called moody and jealous by my partner and her friends",24,8," ",6,3,"4",3,1,9,"0",1,1," ",NA,1," ",2,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",3,4,2,3,7,4,2,3,4.25,5.41666666666667,2.75,2.75,NA,3.75,3.25,1.58333333333333,5.33333333333333,5.66666666666667,NA,2.5,3.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"762",3,7,1,5,4,4,4,6,5,6,4,5,4,5,6,2,4,2,3,3,2,2,2,3,2,3,1,4,5,3,6,6,6,5,6,7,6,5,5,2,3,1,3,3,4,2,4,3,4,2,2,6,6,6,7,7,6,7,6,6,6,6,7,4,4,2,4,5,3,3,5,3,3,2,7,5,1,2,6,2,7,2,3,3,2,3,4,1,1,1,2,2,1,1,1,2,1,2,1,6,4,3,5,5,4,6,5,4,4,5,6,7,7,7,7,7,5,7,6,6,5,7,7,4,2,1,4,3,4,2,1,1,3,2,2,3,2,2,2,3,2,2,1,2,3,3,2,4,1,7,4,"Embracing in a hug with another male friend whomst you have already been acquainted with","Play sports, build something physically with tools and raw materials or perform in a STEM hobby/profession","I think I remember becoming more introverted, lowered the tone of my voice and became less animated in my actions when speaking",20,7," ",8,3,"5",3,0,9,"0",1,1," ",1,1," ",0,2,5," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",3,4,5,2,7,4,2,3,4.83333333333333,2.41666666666667,5.33333333333333,2.75,6.33333333333333,3.75,3.33333333333333,1.33333333333333,4.75,6.5,2.41666666666667,2.25,4,1,1,1,0,1,0,0,0,0,1,1,1,1,3
"763",3,7,1,6,5,6,5,6,6,6,6,5,4,5,6,5,5,5,5,5,6,5,4,6,4,7,6,5,1,2,6,6,6,6,5,6,6,6,6,6,5,7,7,5,4,5,1,5,5,6,5,6,6,5,7,7,7,6,7,6,7,7,5,7,7,7,7,7,6,7,7,5,7,7,7,1,1,1,5,1,1,5,2,1,1,5,1,3,1,1,1,1,1,3,1,2,1,3,1,3,5,3,5,4,6,2,5,3,2,5,4,6,7,6,6,6,6,6,5,7,7,6,6,3,5,3,5,3,2,3,3,4,6,4,4,6,5,2,2,4,5,4,2,6,6,4,5,7,2,7,5,"Opening up about your feelings:    Most men are expected to be silent about their problems or their mental health, especially when they are feeling depressed. It's like men are supposed to be ""strong but silent"" and act like everything is fine otherwise they might get told to ""man up""","To prove that you are a real man you have to be aggressively defensive of ""your woman"" and if another man looks at her you have to try to fight him. It's an archaic idea that a real man is always  trying to protect his poor, weak partner from others.","I was out with a female friend of mine and a group of guys told her that she could do better and to talk to him if she wanted a real man. I was just minding my own business and had no romantic interest in her whatsoever but it did make me feel emasculated and self conscious because I wondered if everyone thought that I wasn't a ""real man"". All I eventually did was learn to realise that it didn't matter what other people's definitions of a real man were, all that needed to matter to me was how I felt about myself.",21,9," ",6,6,"5",2,4,9,"0",1,1," ",1,1," ",0,2,3," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",4,4,1,5,7,4,2,3,5.5,5.25,5.08333333333333,5.08333333333333,6.33333333333333,6.75,2.08333333333333,1.58333333333333,3.91666666666667,6.16666666666667,3.75,4.25,5.25,1,1,1,0,1,0,0,0,0,1,1,1,1,3
"764",3,7,1,5,6,6,6,4,5,7,4,7,6,6,7,4,5,2,3,1,1,3,4,4,6,2,4,4,7,2,7,6,7,7,7,7,2,6,4,2,1,1,1,1,2,2,2,1,2,1,1,6,7,7,7,7,7,7,7,7,5,7,7,5,7,7,7,4,4,5,7,5,7,5,7,3,4,3,7,5,2,3,7,4,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,3,2,5,4,4,2,4,4,5,3,6,3,6,2,3,2,3,2,4,5,2,5,4,6,7,6,6,5,7,6,5,7,7,7,6,2,1,1,1,4,4,2,1,6,2,1,5,6,6,6,2,"showing emotion.  Being too soft.  crying","if he were experiencing extreme pain, he would be able to handle the main without crying or complaining too much. able to carry out tasks requiring extreme physical exertion with ease.","when in pain or if I was ever scolded or reprimanded I would mostly end up crying and feeling helpless and always ending up hearing the phrases 'boys don't cry' and 'be a man' eventually led me to try and mask emotions as I started associating them with feminine behaviour",22,4," ",10,2,"9",1,NA,3,"0",3,5," ",2,1," ",0,2,1," ",0,0,1,0,0,0,0,0,0,0,0,0,1,"pakistan",1,7,7,4,6,4,2,3,5.75,3.25,5.5,1.41666666666667,6.75,5.83333333333333,3.5,1.08333333333333,3.83333333333333,3.41666666666667,6.25,2.5,5,2,1,0,0,0,1,0,1,1,0,1,1,1,3
"765",3,7,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,5,7,7,7,7,7,5,7,7,7,6,5,5,5,7,4,5,5,1,5,4,6,3,6,3,4,2,4,5,3,2,3,3,3,2,2,2,4,2,1,1,1,1,5,3,1,5,6,4,6,5,3,5,4,4,4,4,5,5,6,5,6,6,4,5,5,4,4,5,5,4,4,2,3,2,5,4,3,2,3,2,2,5,3,4,3,2,2,3,2,5,5,4,4,1,1,5,3," "," "," ",20,0,"psychology, law",10,5,"8",1,1,9,"0",1,1," ",1,1," ",4,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",3,3,2,1,7,4,2,3,4,4,4,4,6.66666666666667,4.83333333333333,3.41666666666667,2.08333333333333,4.58333333333333,5,3,3.5,2.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
